#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CREBBP	TCF7L2	9606.ENSP00000262367	9606.ENSP00000486891	0	0	0	0	0.062	0.125	0.900	0.643	0.966
CREBBP	STAT5A	9606.ENSP00000262367	9606.ENSP00000341208	0	0	0	0	0.043	0.294	0.650	0.909	0.975
CREBBP	RXRA	9606.ENSP00000262367	9606.ENSP00000419692	0	0	0	0	0.081	0.859	0.650	0.563	0.977
CREBBP	RUNX1	9606.ENSP00000262367	9606.ENSP00000300305	0	0	0	0	0	0.512	0.500	0.916	0.977
CREBBP	EPAS1	9606.ENSP00000262367	9606.ENSP00000263734	0	0	0	0	0.043	0.400	0.900	0.784	0.986
CREBBP	SP1	9606.ENSP00000262367	9606.ENSP00000329357	0	0	0	0	0.172	0.749	0.800	0.845	0.992
CREBBP	ESR1	9606.ENSP00000262367	9606.ENSP00000405330	0	0	0	0	0.062	0.844	0.500	0.921	0.993
CREBBP	FOXO1	9606.ENSP00000262367	9606.ENSP00000368880	0	0	0	0	0.081	0.810	0.900	0.676	0.993
CREBBP	JUN	9606.ENSP00000262367	9606.ENSP00000360266	0	0	0	0	0.049	0.839	0	0.969	0.994
CREBBP	FOXO3	9606.ENSP00000262367	9606.ENSP00000339527	0	0	0	0	0.161	0.971	0.500	0.627	0.995
CREBBP	KMT2A	9606.ENSP00000262367	9606.ENSP00000436786	0	0	0	0	0.151	0.981	0	0.727	0.995
CREBBP	SMAD3	9606.ENSP00000262367	9606.ENSP00000332973	0	0	0	0	0.087	0.872	0	0.964	0.995
CREBBP	PPARG	9606.ENSP00000262367	9606.ENSP00000287820	0	0	0	0	0	0.982	0.500	0.886	0.998
CREBBP	MYB	9606.ENSP00000262367	9606.ENSP00000339992	0	0	0	0	0.059	0.984	0	0.954	0.999
CREBBP	CTNNB1	9606.ENSP00000262367	9606.ENSP00000495360	0	0	0	0	0.049	0.886	0.900	0.992	0.999
CREBBP	NCOA3	9606.ENSP00000262367	9606.ENSP00000361066	0	0	0	0	0.113	0.987	0.800	0.989	0.999
CREBBP	STAT1	9606.ENSP00000262367	9606.ENSP00000354394	0	0	0	0	0.063	0.983	0.650	0.964	0.999
CREBBP	HIF1A	9606.ENSP00000262367	9606.ENSP00000437955	0	0	0	0	0.061	0.991	0.900	0.990	0.999
CREBBP	RELA	9606.ENSP00000262367	9606.ENSP00000384273	0	0	0	0	0.102	0.991	0.500	0.958	0.999
CREBBP	TP53	9606.ENSP00000262367	9606.ENSP00000269305	0	0	0	0	0	0.998	0.900	0.996	0.999
CREBBP	EP300	9606.ENSP00000262367	9606.ENSP00000263253	0	0	0.062	0.956	0.839	0.782	0.900	0.983	0.999
CSF1R	PIK3R1	9606.ENSP00000286301	9606.ENSP00000428056	0	0	0	0	0.072	0.696	0.500	0.532	0.925
CSF1R	KITLG	9606.ENSP00000286301	9606.ENSP00000495951	0	0	0	0	0.067	0.099	0.650	0.847	0.949
CSF1R	GRB2	9606.ENSP00000286301	9606.ENSP00000376345	0	0	0	0	0.108	0.653	0.650	0.600	0.950
CSF1R	RUNX1	9606.ENSP00000286301	9606.ENSP00000300305	0	0	0	0	0.090	0.423	0.900	0.728	0.983
CSF1R	TNFSF11	9606.ENSP00000286301	9606.ENSP00000381775	0	0	0	0	0.091	0	0	0.987	0.987
CSNK1D	SMO	9606.ENSP00000381531	9606.ENSP00000249373	0	0	0	0	0	0.071	0.900	0.151	0.914
CSNK1D	GJA1	9606.ENSP00000381531	9606.ENSP00000282561	0	0	0	0	0	0.329	0.900	0.177	0.939
CSNK1D	PRKACA	9606.ENSP00000381531	9606.ENSP00000309591	0	0	0	0.576	0.057	0.128	0.900	0.190	0.924
CSNK1D	GSK3B	9606.ENSP00000381531	9606.ENSP00000324806	0	0	0	0	0.083	0.086	0.900	0.530	0.955
CSNK1D	YAP1	9606.ENSP00000381531	9606.ENSP00000478927	0	0	0	0	0.049	0	0.900	0.219	0.919
CSNK2A1	NFKBIA	9606.ENSP00000217244	9606.ENSP00000216797	0	0	0	0	0	0.096	0.900	0.286	0.929
CSNK2A1	CTNNB1	9606.ENSP00000217244	9606.ENSP00000495360	0	0	0	0	0.060	0	0.900	0.374	0.936
CSNK2A1	TP53	9606.ENSP00000217244	9606.ENSP00000269305	0	0	0	0	0.070	0.835	0.500	0.536	0.959
CSNK2A1	HDAC1	9606.ENSP00000217244	9606.ENSP00000362649	0	0	0	0	0.115	0.794	0.720	0.335	0.961
CSNK2A1	PTEN	9606.ENSP00000217244	9606.ENSP00000361021	0	0	0	0	0	0.619	0.900	0.310	0.971
CSNK2A1	HDAC2	9606.ENSP00000217244	9606.ENSP00000430432	0	0	0	0	0.185	0.841	0.720	0.318	0.972
CSNK2A1	CSNK2B	9606.ENSP00000217244	9606.ENSP00000365042	0	0	0	0	0.333	0.999	0.900	0.996	0.999
CSNK2B	NFKBIA	9606.ENSP00000365042	9606.ENSP00000216797	0	0	0	0	0.043	0.620	0.900	0.138	0.964
CSNK2B	PTEN	9606.ENSP00000365042	9606.ENSP00000361021	0	0	0	0	0.042	0	0.900	0.145	0.910
CSNK2B	CTNNB1	9606.ENSP00000365042	9606.ENSP00000495360	0	0	0	0	0.091	0.058	0.900	0.542	0.955
CTLA4	IFNG	9606.ENSP00000497102	9606.ENSP00000229135	0	0	0	0	0.302	0	0	0.933	0.951
CTLA4	PDCD1	9606.ENSP00000497102	9606.ENSP00000335062	0	0	0	0	0.269	0	0	0.990	0.992
CTLA4	FOXP3	9606.ENSP00000497102	9606.ENSP00000365380	0	0	0	0	0.146	0.075	0.500	0.946	0.976
CTLA4	PTPN11	9606.ENSP00000497102	9606.ENSP00000489597	0	0	0	0	0.062	0	0.500	0.984	0.991
CTNNA1	JUP	9606.ENSP00000304669	9606.ENSP00000377508	0	0	0	0	0.094	0.942	0.720	0.477	0.991
CTNNA1	CTNNB1	9606.ENSP00000304669	9606.ENSP00000495360	0	0	0	0	0.138	0.965	0.900	0.996	0.999
CTNNB1	SIRT1	9606.ENSP00000495360	9606.ENSP00000212015	0	0	0	0	0	0.300	0	0.866	0.902
CTNNB1	WNT3	9606.ENSP00000495360	9606.ENSP00000225512	0	0	0	0	0	0.137	0.720	0.778	0.941
CTNNB1	NFKB1	9606.ENSP00000495360	9606.ENSP00000226574	0	0	0	0	0.060	0.777	0	0.845	0.964
CTNNB1	POU5F1	9606.ENSP00000495360	9606.ENSP00000259915	0	0	0	0	0	0.525	0.800	0.991	0.999
CTNNB1	SMAD2	9606.ENSP00000495360	9606.ENSP00000262160	0	0	0	0	0.100	0.673	0.500	0.991	0.998
CTNNB1	EP300	9606.ENSP00000495360	9606.ENSP00000263253	0	0	0	0	0.049	0.899	0.900	0.992	0.999
CTNNB1	KDR	9606.ENSP00000495360	9606.ENSP00000263923	0	0	0	0	0.095	0	0.800	0.981	0.996
CTNNB1	PIK3CA	9606.ENSP00000495360	9606.ENSP00000263967	0	0	0	0	0.049	0.130	0	0.890	0.901
CTNNB1	LEF1	9606.ENSP00000495360	9606.ENSP00000265165	0	0	0	0	0	0.996	0.900	0.999	0.999
CTNNB1	TP53	9606.ENSP00000495360	9606.ENSP00000269305	0	0	0	0	0.049	0	0	0.927	0.927
CTNNB1	ERBB2	9606.ENSP00000495360	9606.ENSP00000269571	0	0	0	0	0	0.662	0.900	0.954	0.998
CTNNB1	EGFR	9606.ENSP00000495360	9606.ENSP00000275493	0	0	0	0	0.064	0.718	0.900	0.940	0.998
CTNNB1	WNT3A	9606.ENSP00000495360	9606.ENSP00000284523	0	0	0	0	0	0.137	0.500	0.949	0.976
CTNNB1	PPARG	9606.ENSP00000495360	9606.ENSP00000287820	0	0	0	0	0.052	0.735	0	0.980	0.994
CTNNB1	TERT	9606.ENSP00000495360	9606.ENSP00000309572	0	0	0	0	0	0.301	0.900	0.937	0.995
CTNNB1	PRKACA	9606.ENSP00000495360	9606.ENSP00000309591	0	0	0	0	0.044	0	0.900	0.588	0.957
CTNNB1	MET	9606.ENSP00000495360	9606.ENSP00000317272	0	0	0	0	0.042	0.364	0.900	0.792	0.985
CTNNB1	EZH2	9606.ENSP00000495360	9606.ENSP00000320147	0	0	0	0	0.064	0.629	0	0.963	0.986
CTNNB1	PKM	9606.ENSP00000495360	9606.ENSP00000320171	0.054	0	0	0	0.062	0.662	0	0.990	0.996
CTNNB1	GSK3B	9606.ENSP00000495360	9606.ENSP00000324806	0	0	0	0	0.054	0.991	0.900	0.999	0.999
CTNNB1	SMAD3	9606.ENSP00000495360	9606.ENSP00000332973	0	0	0	0	0.074	0.768	0.800	0.980	0.999
CTNNB1	FOXO3	9606.ENSP00000495360	9606.ENSP00000339527	0	0	0	0	0.049	0.546	0.360	0.993	0.998
CTNNB1	SMAD4	9606.ENSP00000495360	9606.ENSP00000341551	0	0	0	0	0.107	0.308	0.500	0.994	0.998
CTNNB1	SMARCA4	9606.ENSP00000495360	9606.ENSP00000343896	0	0	0	0	0.062	0.644	0.500	0.991	0.998
CTNNB1	PTPN1	9606.ENSP00000495360	9606.ENSP00000360683	0	0	0	0	0.053	0.297	0.900	0.612	0.970
CTNNB1	PTEN	9606.ENSP00000495360	9606.ENSP00000361021	0	0	0	0	0.069	0.527	0	0.881	0.943
CTNNB1	HDAC1	9606.ENSP00000495360	9606.ENSP00000362649	0	0	0	0	0.078	0.789	0.500	0.872	0.985
CTNNB1	SRC	9606.ENSP00000495360	9606.ENSP00000362680	0	0	0	0	0.042	0.539	0.900	0.986	0.999
CTNNB1	KLF4	9606.ENSP00000495360	9606.ENSP00000363804	0	0	0	0	0	0.091	0.098	0.990	0.991
CTNNB1	FOXO1	9606.ENSP00000495360	9606.ENSP00000368880	0	0	0	0	0	0.113	0	0.983	0.985
CTNNB1	JUP	9606.ENSP00000495360	9606.ENSP00000377508	0	0	0.056	0.968	0.042	0.838	0.800	0.363	0.978
CTNNB1	ROCK1	9606.ENSP00000495360	9606.ENSP00000382697	0	0	0	0	0.044	0.098	0.900	0.520	0.953
CTNNB1	RELA	9606.ENSP00000495360	9606.ENSP00000384273	0	0	0	0	0.044	0.535	0	0.835	0.920
CTNNB1	FGFR1	9606.ENSP00000495360	9606.ENSP00000393312	0	0	0	0	0.088	0.777	0	0.762	0.947
CTNNB1	ESR1	9606.ENSP00000495360	9606.ENSP00000405330	0	0	0	0	0.052	0.301	0	0.952	0.965
CTNNB1	HIF1A	9606.ENSP00000495360	9606.ENSP00000437955	0	0	0	0	0.260	0.785	0	0.989	0.998
CTNNB1	MYC	9606.ENSP00000495360	9606.ENSP00000478887	0	0	0	0	0.058	0.567	0.500	0.937	0.985
CTNNB1	YAP1	9606.ENSP00000495360	9606.ENSP00000478927	0	0	0	0	0.067	0.835	0	0.987	0.997
CTNNB1	MUC1	9606.ENSP00000495360	9606.ENSP00000484824	0	0	0	0	0	0.835	0	0.993	0.998
CTNNB1	TCF7L2	9606.ENSP00000495360	9606.ENSP00000486891	0	0	0	0	0.049	0.997	0.900	0.998	0.999
CTNNB1	PTPN11	9606.ENSP00000495360	9606.ENSP00000489597	0	0	0	0	0.055	0.297	0	0.864	0.902
CTNNB1	NOTCH1	9606.ENSP00000495360	9606.ENSP00000498587	0	0	0	0	0.083	0.328	0.500	0.931	0.976
CTNNB1	IGF1R	9606.ENSP00000495360	9606.ENSP00000497069	0	0	0	0	0.063	0.397	0.900	0.777	0.985
CTSB	CTSD	9606.ENSP00000345672	9606.ENSP00000236671	0	0	0	0	0.483	0.177	0.400	0.923	0.977
CXCR4	HMGB1	9606.ENSP00000386884	9606.ENSP00000345347	0	0	0	0	0.061	0.292	0	0.906	0.932
CXCR4	IL6	9606.ENSP00000386884	9606.ENSP00000385675	0	0	0	0	0.100	0	0	0.916	0.921
CXCR4	HIF1A	9606.ENSP00000386884	9606.ENSP00000437955	0	0	0	0	0.076	0.226	0	0.891	0.915
CXCR4	PTPRC	9606.ENSP00000386884	9606.ENSP00000411355	0	0	0	0	0.268	0.292	0	0.881	0.933
CXCR4	KITLG	9606.ENSP00000386884	9606.ENSP00000495951	0	0	0	0	0	0	0	0.960	0.960
CYCS	HSPB1	9606.ENSP00000307786	9606.ENSP00000248553	0	0	0	0	0.056	0.292	0	0.990	0.993
CYCS	SDHA	9606.ENSP00000307786	9606.ENSP00000264932	0	0	0	0	0.613	0.108	0.500	0.643	0.930
CYCS	TP53	9606.ENSP00000307786	9606.ENSP00000269305	0	0	0	0	0	0	0	0.911	0.911
CYCS	SDHB	9606.ENSP00000307786	9606.ENSP00000364649	0	0	0	0	0.428	0.094	0.500	0.687	0.908
CYCS	XIAP	9606.ENSP00000307786	9606.ENSP00000360242	0	0	0	0	0.055	0	0.500	0.873	0.935
CYCS	INS	9606.ENSP00000307786	9606.ENSP00000380432	0	0	0	0	0	0	0	0.952	0.952
CYP17A1	CYP1A1	9606.ENSP00000358903	9606.ENSP00000378488	0	0	0.139	0.800	0.062	0	0.900	0.187	0.925
CYP17A1	CYP3A4	9606.ENSP00000358903	9606.ENSP00000498939	0	0	0.225	0.628	0.103	0.076	0.905	0.279	0.948
CYP17A1	CYP19A1	9606.ENSP00000358903	9606.ENSP00000379683	0	0	0.249	0.577	0.048	0.052	0.906	0.614	0.971
CYP19A1	UGT1A1	9606.ENSP00000379683	9606.ENSP00000304845	0	0	0	0	0.067	0	0.909	0.353	0.940
CYP19A1	ESR2	9606.ENSP00000379683	9606.ENSP00000343925	0	0	0	0	0.048	0.056	0	0.923	0.925
CYP19A1	CYP1A1	9606.ENSP00000379683	9606.ENSP00000378488	0	0	0.251	0.567	0	0.052	0.913	0.334	0.953
CYP19A1	ESR1	9606.ENSP00000379683	9606.ENSP00000405330	0	0	0	0	0.042	0.056	0	0.925	0.927
CYP19A1	CYP3A4	9606.ENSP00000379683	9606.ENSP00000498939	0	0	0.248	0.580	0.042	0.062	0.909	0.307	0.950
CYP1A1	UGT1A1	9606.ENSP00000378488	9606.ENSP00000304845	0	0	0	0	0.075	0	0.909	0.839	0.985
CYP1A1	CYP2D6	9606.ENSP00000378488	9606.ENSP00000496150	0	0	0.138	0.802	0.057	0	0.911	0.220	0.936
CYP1A1	CYP1B1	9606.ENSP00000378488	9606.ENSP00000478561	0	0	0.095	0.889	0.135	0	0.913	0.177	0.937
CYP1A1	GSTP1	9606.ENSP00000378488	9606.ENSP00000381607	0	0	0	0	0.109	0.045	0.900	0.735	0.974
CYP1A1	CYP3A4	9606.ENSP00000378488	9606.ENSP00000498939	0	0	0.233	0.604	0.117	0.076	0.909	0.810	0.987
CYP1B1	UGT1A1	9606.ENSP00000478561	9606.ENSP00000304845	0	0	0	0	0.067	0	0.909	0.598	0.963
CYP1B1	GSTP1	9606.ENSP00000478561	9606.ENSP00000381607	0	0	0	0	0.109	0.045	0.900	0.722	0.973
CYP24A1	CYP27B1	9606.ENSP00000216862	9606.ENSP00000228606	0	0	0.136	0.807	0.047	0.306	0.900	0.222	0.947
CYP27B1	RXRA	9606.ENSP00000228606	9606.ENSP00000419692	0	0	0	0	0	0.968	0	0.448	0.981
CYP2D6	UGT1A1	9606.ENSP00000496150	9606.ENSP00000304845	0	0	0	0	0.085	0	0.907	0.776	0.979
CYP2D6	CYP3A4	9606.ENSP00000496150	9606.ENSP00000498939	0	0	0.230	0.615	0.118	0.076	0.907	0.430	0.961
CYP3A4	UGT1A1	9606.ENSP00000498939	9606.ENSP00000304845	0	0	0	0	0.100	0.294	0.906	0.915	0.994
CYP3A4	GSTP1	9606.ENSP00000498939	9606.ENSP00000381607	0	0	0	0	0.142	0	0.900	0.750	0.976
DHFR	TYMS	9606.ENSP00000396308	9606.ENSP00000315644	0.120	0	0.513	0	0.857	0	0.978	0.995	0.999
DHFR	MTR	9606.ENSP00000396308	9606.ENSP00000355536	0.052	0	0	0	0.060	0.136	0.900	0.765	0.978
DHFR	PAH	9606.ENSP00000396308	9606.ENSP00000448059	0	0	0	0	0.062	0	0.900	0.323	0.930
DICER1	EIF4E	9606.ENSP00000437256	9606.ENSP00000425561	0	0	0	0	0.056	0.070	0.900	0.486	0.948
DLL4	NOTCH4	9606.ENSP00000249749	9606.ENSP00000364163	0	0	0	0.645	0.181	0.087	0.900	0.988	0.998
DLL4	NOTCH3	9606.ENSP00000249749	9606.ENSP00000263388	0	0	0	0.654	0.050	0	0.900	0.986	0.998
DLL4	NOTCH1	9606.ENSP00000249749	9606.ENSP00000498587	0	0	0	0.665	0.062	0.824	0.900	0.987	0.999
DLL4	NOTCH2	9606.ENSP00000249749	9606.ENSP00000256646	0	0	0	0.667	0	0	0.900	0.990	0.999
DNMT1	SIRT1	9606.ENSP00000352516	9606.ENSP00000212015	0	0	0	0	0.047	0.597	0	0.815	0.922
DNMT1	STAT3	9606.ENSP00000352516	9606.ENSP00000264657	0	0	0	0	0.049	0.512	0	0.915	0.957
DNMT1	DNMT3A	9606.ENSP00000352516	9606.ENSP00000264709	0	0	0	0	0.069	0.633	0.900	0.995	0.999
DNMT1	TP53	9606.ENSP00000352516	9606.ENSP00000269305	0	0	0	0	0.059	0.597	0	0.994	0.997
DNMT1	EZH2	9606.ENSP00000352516	9606.ENSP00000320147	0	0	0	0	0.253	0.826	0.500	0.997	0.999
DNMT1	DNMT3B	9606.ENSP00000352516	9606.ENSP00000328547	0	0	0	0	0.095	0.837	0.900	0.999	0.999
DNMT1	PARP1	9606.ENSP00000352516	9606.ENSP00000355759	0	0	0	0	0.326	0.634	0	0.822	0.952
DNMT1	PCNA	9606.ENSP00000352516	9606.ENSP00000368458	0	0	0	0	0.377	0.986	0	0.051	0.991
DNMT1	KDM1A	9606.ENSP00000352516	9606.ENSP00000383042	0	0	0	0	0.084	0.625	0	0.996	0.998
DNMT1	HDAC2	9606.ENSP00000352516	9606.ENSP00000430432	0	0	0	0	0.057	0.742	0.800	0.996	0.999
DNMT1	HDAC1	9606.ENSP00000352516	9606.ENSP00000362649	0	0	0	0	0.146	0.885	0.800	0.998	0.999
DNMT3A	SMARCA4	9606.ENSP00000264709	9606.ENSP00000343896	0	0	0	0	0.069	0.059	0.500	0.915	0.957
DNMT3A	HDAC2	9606.ENSP00000264709	9606.ENSP00000430432	0	0	0	0	0.071	0.052	0	0.969	0.970
DNMT3A	MYC	9606.ENSP00000264709	9606.ENSP00000478887	0	0	0	0	0.103	0.516	0	0.983	0.991
DNMT3A	HDAC1	9606.ENSP00000264709	9606.ENSP00000362649	0	0	0	0	0.075	0.515	0	0.994	0.997
DNMT3A	DNMT3B	9606.ENSP00000264709	9606.ENSP00000328547	0	0	0.069	0.937	0.093	0.876	0.900	0.859	0.998
DNMT3A	EZH2	9606.ENSP00000264709	9606.ENSP00000320147	0	0	0	0	0.078	0.519	0.500	0.998	0.999
DNMT3B	SIRT1	9606.ENSP00000328547	9606.ENSP00000212015	0	0	0	0	0.042	0.576	0	0.833	0.926
DNMT3B	EZH2	9606.ENSP00000328547	9606.ENSP00000320147	0	0	0	0	0.169	0.790	0.500	0.997	0.999
DNMT3B	HDAC2	9606.ENSP00000328547	9606.ENSP00000430432	0	0	0	0	0.089	0.518	0.800	0.946	0.994
DNMT3B	HDAC1	9606.ENSP00000328547	9606.ENSP00000362649	0	0	0	0	0.060	0.737	0.800	0.992	0.999
DPYD	TYMS	9606.ENSP00000359211	9606.ENSP00000315644	0	0	0	0	0.083	0	0	0.978	0.979
DPYD	TYMP	9606.ENSP00000359211	9606.ENSP00000379038	0.060	0	0	0	0.078	0	0.978	0.839	0.996
EGF	TGFB1	9606.ENSP00000265171	9606.ENSP00000221930	0	0	0	0	0	0	0	0.904	0.904
EGF	PDGFRA	9606.ENSP00000265171	9606.ENSP00000257290	0	0	0	0	0	0	0.900	0.876	0.987
EGF	PDGFRB	9606.ENSP00000265171	9606.ENSP00000261799	0	0	0	0	0	0	0.900	0.901	0.989
EGF	FLT4	9606.ENSP00000265171	9606.ENSP00000261937	0	0	0	0	0	0	0.650	0.758	0.911
EGF	KDR	9606.ENSP00000265171	9606.ENSP00000263923	0	0	0	0	0	0	0.650	0.802	0.928
EGF	STAT3	9606.ENSP00000265171	9606.ENSP00000264657	0	0	0	0	0	0	0	0.907	0.907
EGF	FGF10	9606.ENSP00000265171	9606.ENSP00000264664	0	0	0	0	0	0.053	0	0.989	0.990
EGF	FLT1	9606.ENSP00000265171	9606.ENSP00000282397	0	0	0	0	0	0	0.650	0.731	0.902
EGF	FGFR3	9606.ENSP00000265171	9606.ENSP00000339824	0	0	0	0	0	0	0.650	0.732	0.902
EGF	PIK3R1	9606.ENSP00000265171	9606.ENSP00000428056	0	0	0	0	0	0.292	0.400	0.809	0.911
EGF	SRC	9606.ENSP00000265171	9606.ENSP00000362680	0	0	0	0	0	0	0.400	0.876	0.922
EGF	FGFR1	9606.ENSP00000265171	9606.ENSP00000393312	0	0	0	0	0	0	0.650	0.799	0.926
EGF	FGFR2	9606.ENSP00000265171	9606.ENSP00000410294	0	0	0	0	0	0	0.650	0.825	0.936
EGF	MET	9606.ENSP00000265171	9606.ENSP00000317272	0	0	0	0	0	0	0.650	0.851	0.945
EGF	PDGFB	9606.ENSP00000265171	9606.ENSP00000330382	0	0	0	0	0	0	0.900	0.573	0.955
EGF	FN1	9606.ENSP00000265171	9606.ENSP00000346839	0	0	0	0	0	0	0	0.960	0.960
EGF	INSR	9606.ENSP00000265171	9606.ENSP00000303830	0	0	0	0	0	0.062	0.900	0.695	0.968
EGF	NRG1	9606.ENSP00000265171	9606.ENSP00000287842	0	0	0	0	0.042	0.423	0.400	0.927	0.972
EGF	KIT	9606.ENSP00000265171	9606.ENSP00000288135	0	0	0	0	0.044	0	0.900	0.741	0.973
EGF	FGF8	9606.ENSP00000265171	9606.ENSP00000321797	0	0	0	0	0	0.053	0	0.991	0.991
EGF	IGF1	9606.ENSP00000265171	9606.ENSP00000376637	0	0	0	0	0	0	0.900	0.957	0.995
EGF	GRB2	9606.ENSP00000265171	9606.ENSP00000376345	0	0	0	0	0	0	0.400	0.993	0.995
EGF	INS	9606.ENSP00000265171	9606.ENSP00000380432	0	0	0	0	0	0	0.900	0.952	0.995
EGF	NTRK1	9606.ENSP00000265171	9606.ENSP00000431418	0	0	0	0	0.111	0.057	0.650	0.991	0.997
EGF	IGF1R	9606.ENSP00000265171	9606.ENSP00000497069	0	0	0	0	0	0.062	0.900	0.979	0.997
EGF	ERBB2	9606.ENSP00000265171	9606.ENSP00000269571	0	0	0	0	0.128	0.314	0.900	0.998	0.999
EGF	EGFR	9606.ENSP00000265171	9606.ENSP00000275493	0	0	0	0	0.128	0.999	0.900	0.999	0.999
EGF	ERBB4	9606.ENSP00000265171	9606.ENSP00000342235	0	0	0	0	0.136	0.071	0.650	0.997	0.999
EGF	ERBB3	9606.ENSP00000265171	9606.ENSP00000267101	0	0	0	0	0.128	0.314	0.900	0.998	0.999
EGFR	TGFB1	9606.ENSP00000275493	9606.ENSP00000221930	0	0	0	0	0	0.152	0	0.972	0.975
EGFR	PIK3R2	9606.ENSP00000275493	9606.ENSP00000222254	0	0	0	0	0.044	0.848	0.900	0.623	0.993
EGFR	HGF	9606.ENSP00000275493	9606.ENSP00000222390	0	0	0	0	0	0	0.650	0.947	0.980
EGFR	PLCG1	9606.ENSP00000275493	9606.ENSP00000244007	0	0	0	0	0.042	0.898	0.900	0.803	0.997
EGFR	KRAS	9606.ENSP00000275493	9606.ENSP00000256078	0	0	0	0	0.053	0.662	0.900	0.918	0.997
EGFR	PDGFRA	9606.ENSP00000275493	9606.ENSP00000257290	0	0	0	0.566	0.108	0.663	0.900	0.590	0.986
EGFR	PDGFRB	9606.ENSP00000275493	9606.ENSP00000261799	0	0	0	0.565	0.093	0.558	0.900	0.971	0.998
EGFR	EPCAM	9606.ENSP00000275493	9606.ENSP00000263735	0	0	0	0	0.085	0	0	0.920	0.923
EGFR	PIK3CA	9606.ENSP00000275493	9606.ENSP00000263967	0	0	0	0	0	0.790	0.900	0.976	0.999
EGFR	STAT3	9606.ENSP00000275493	9606.ENSP00000264657	0	0	0	0	0.042	0.925	0	0.985	0.998
EGFR	FGF10	9606.ENSP00000275493	9606.ENSP00000264664	0	0	0	0	0.062	0	0.650	0.794	0.926
EGFR	ERBB3	9606.ENSP00000275493	9606.ENSP00000267101	0	0	0.061	0.910	0.042	0.986	0.800	0.984	0.999
EGFR	TP53	9606.ENSP00000275493	9606.ENSP00000269305	0	0	0	0	0	0.329	0	0.919	0.943
EGFR	ERBB2	9606.ENSP00000275493	9606.ENSP00000269571	0	0	0.064	0.939	0.080	0.998	0.900	0.983	0.999
EGFR	RHOA	9606.ENSP00000275493	9606.ENSP00000400175	0	0	0	0	0.075	0.258	0.500	0.752	0.903
EGFR	EPHA2	9606.ENSP00000275493	9606.ENSP00000351209	0	0	0	0.618	0.163	0.450	0	0.806	0.903
EGFR	HDAC6	9606.ENSP00000275493	9606.ENSP00000365804	0	0	0	0	0	0.781	0	0.645	0.919
EGFR	FGF8	9606.ENSP00000275493	9606.ENSP00000321797	0	0	0	0	0	0	0.650	0.781	0.920
EGFR	ENO1	9606.ENSP00000275493	9606.ENSP00000495530	0	0	0	0	0.052	0.620	0	0.816	0.928
EGFR	HSPA8	9606.ENSP00000275493	9606.ENSP00000437125	0	0	0	0	0.061	0.832	0	0.608	0.932
EGFR	PRKCA	9606.ENSP00000275493	9606.ENSP00000408695	0	0	0	0.562	0.049	0.788	0	0.693	0.932
EGFR	HIF1A	9606.ENSP00000275493	9606.ENSP00000437955	0	0	0	0	0.055	0	0.500	0.873	0.934
EGFR	PRKDC	9606.ENSP00000275493	9606.ENSP00000313420	0	0	0	0	0.044	0.361	0	0.904	0.936
EGFR	IRS1	9606.ENSP00000275493	9606.ENSP00000304895	0	0	0	0	0.097	0.239	0.650	0.776	0.939
EGFR	FOS	9606.ENSP00000275493	9606.ENSP00000306245	0	0	0	0	0.086	0.591	0.400	0.765	0.940
EGFR	PIK3CD	9606.ENSP00000275493	9606.ENSP00000366563	0	0	0	0	0.042	0	0.900	0.443	0.942
EGFR	FN1	9606.ENSP00000275493	9606.ENSP00000346839	0	0	0	0	0.138	0.292	0	0.916	0.944
EGFR	KITLG	9606.ENSP00000275493	9606.ENSP00000495951	0	0	0	0	0.152	0	0.900	0.460	0.950
EGFR	GAPDH	9606.ENSP00000275493	9606.ENSP00000380070	0	0	0	0	0.060	0.779	0	0.803	0.955
EGFR	ITGB1	9606.ENSP00000275493	9606.ENSP00000379350	0	0	0	0	0.096	0.593	0	0.916	0.966
EGFR	PDGFB	9606.ENSP00000275493	9606.ENSP00000330382	0	0	0	0	0.044	0	0.900	0.695	0.968
EGFR	PTEN	9606.ENSP00000275493	9606.ENSP00000361021	0	0	0	0	0	0.608	0	0.925	0.969
EGFR	JAK1	9606.ENSP00000275493	9606.ENSP00000499900	0	0	0	0.572	0.045	0.417	0.900	0.537	0.970
EGFR	STAT1	9606.ENSP00000275493	9606.ENSP00000354394	0	0	0	0	0.042	0.840	0	0.851	0.975
EGFR	IL6	9606.ENSP00000275493	9606.ENSP00000385675	0	0	0	0	0.042	0	0.650	0.943	0.979
EGFR	JAK2	9606.ENSP00000275493	9606.ENSP00000371067	0	0	0	0.576	0	0.723	0.900	0.564	0.986
EGFR	ESR1	9606.ENSP00000275493	9606.ENSP00000405330	0	0	0	0	0	0.583	0	0.974	0.988
EGFR	PTK6	9606.ENSP00000275493	9606.ENSP00000442460	0	0	0	0.684	0.042	0.624	0.500	0.947	0.989
EGFR	IGF1R	9606.ENSP00000275493	9606.ENSP00000497069	0	0	0	0.571	0.113	0.585	0	0.972	0.989
EGFR	NRAS	9606.ENSP00000275493	9606.ENSP00000358548	0	0	0	0	0.053	0.249	0.900	0.899	0.991
